ID Cliente,Nombre,Edad,Género,Provincia,Nivel de Ingresos,Ocupación
336,Patricia Montserrat Gálvez,63,Masculino,Entre Ríos,Bajo,"Teacher, early years/pre"
337,Otilia Serafina Pedraza Escobar,67,Masculino,Mendoza,Alto,"Nurse, mental health"
338,Isidoro Alegria Anglada,19,Masculino,Jujuy,Bajo,Community development worker
339,Rogelio Ayala Gordillo,53,Femenino,CABA,Medio,Chartered management accountant
340,Valero Joan Perea Sarmiento,67,Femenino,Entre Ríos,Bajo,Applications developer
341,Alejandra Milla,24,Femenino,Córdoba,Medio,Special educational needs teacher
342,Guadalupe Ariza Bonet,30,Femenino,Río Negro,Bajo,Public relations account executive
343,Mario Manrique,32,Femenino,San Juan,Medio,Music tutor
344,Luna Cortés Mena,42,Masculino,Salta,Bajo,Teaching laboratory technician
345,Jesús Juan Pablo Llorens Amo,40,Masculino,Córdoba,Medio,Product/process development scientist
346,Eustaquio Juárez,39,Femenino,Mendoza,Medio,Amenity horticulturist
347,Marcio Hipólito Jódar Arco,43,Femenino,Tierra del Fuego,Bajo,Chief Technology Officer
348,Fabián Lasa Ureña,50,Femenino,Misiones,Bajo,Quantity surveyor
349,Eduardo Arenas Perelló,28,Masculino,Santa Fe,Alto,Advertising copywriter
350,Apolonia Alcalá Pi,27,Masculino,Jujuy,Alto,Estate agent
351,Consuela López Sales,42,Masculino,Tucumán,Bajo,Commercial art gallery manager
352,Débora del Riera,54,Masculino,La Pampa,Bajo,Amenity horticulturist
353,Baltasar Aitor Somoza Cardona,65,Masculino,Mendoza,Bajo,Air traffic controller
354,Reinaldo Julián Escrivá,60,Femenino,La Rioja,Bajo,"Psychologist, forensic"
355,Lucho Barreda-Llorens,70,Masculino,Formosa,Alto,Architectural technologist
356,Santiago Abascal,55,Femenino,Chaco,Medio,"Programmer, multimedia"
357,Paulino Bellido Delgado,58,Masculino,Corrientes,Medio,Chiropractor
358,Inés Perales Céspedes,62,Femenino,Tucumán,Alto,Pension scheme manager
359,Severino Palomares Iborra,41,Masculino,Santiago del Estero,Medio,Careers adviser
360,Agustín Domínguez Uriarte,57,Masculino,CABA,Medio,"Psychologist, prison and probation services"
361,Jacobo Falcón Solís,63,Masculino,Corrientes,Bajo,Sport and exercise psychologist
362,Melisa Ordóñez Manrique,73,Otro,Formosa,Bajo,Agricultural consultant
363,Plácido Pellicer Roldan,50,Femenino,Chubut,Medio,"Exhibitions officer, museum/gallery"
364,Marisol Delgado Losa,34,Masculino,Neuquén,Bajo,Senior tax professional/tax inspector
365,Calisto Báez-Silva,41,Masculino,San Juan,Bajo,Insurance risk surveyor
366,Francisca Palomar Garriga,54,Femenino,Chaco,Bajo,"Programme researcher, broadcasting/film/video"
367,Jose Antonio Valcárcel Castillo,74,Masculino,San Luis,Bajo,"Designer, television/film set"
368,Natalio Delgado Coll,19,Masculino,Santa Cruz,Medio,"Merchandiser, retail"
369,Evaristo Jaén Rosselló,49,Femenino,Corrientes,Medio,Patent attorney
370,Yago Hidalgo-Alarcón,74,Femenino,Entre Ríos,Bajo,"Surveyor, minerals"
371,Selena Peral,41,Masculino,Salta,Bajo,"Scientist, water quality"
372,Susana Gala Canet Mariscal,26,Masculino,Mendoza,Medio,Mudlogger
373,Sol Sanmartín Carlos,21,Femenino,Tucumán,Bajo,"Research officer, political party"
374,Adelia Domínguez Barral,34,Masculino,Santa Fe,Medio,Bookseller
375,Aurora Morata Velasco,34,Masculino,Tierra del Fuego,Medio,Production engineer
376,Tecla Pardo Aliaga,70,Femenino,La Pampa,Bajo,"Psychologist, prison and probation services"
377,Antonio Hervás Jaume,67,Femenino,Buenos Aires,Medio,Patent examiner
378,Sancho Guardiola Román,65,Masculino,CABA,Medio,"Accountant, chartered certified"
379,Adela Goicoechea Teruel,47,Otro,Salta,Bajo,Meteorologist
380,Cornelio Quintana Morcillo,57,Femenino,Chubut,Bajo,Medical technical officer
381,Andrés Felipe de Rojas,28,Masculino,Córdoba,Alto,Building control surveyor
382,Remedios Camacho Ballesteros,38,Otro,Tucumán,Bajo,Secretary/administrator
383,Modesta Cano,38,Masculino,Corrientes,Medio,Furniture designer
384,Carmelita Cano Francisco,35,Masculino,Santa Fe,Medio,Personal assistant
385,Ciriaco Zamora Bonilla,72,Femenino,Neuquén,Bajo,"Therapist, music"
386,Santiago Marín Jáuregui,46,Masculino,San Luis,Bajo,Armed forces operational officer
387,Florencia Vilalta Coloma,41,Masculino,Río Negro,Medio,Press photographer
388,Andrea Aroca Palacios,27,Masculino,Mendoza,Medio,"Engineer, technical sales"
389,Alejo Muñoz Manso,62,Masculino,Chubut,Medio,"Psychologist, educational"
390,Clara Magdalena Porras Lobo,34,Femenino,Catamarca,Alto,Therapeutic radiographer
391,Jerónimo Oller Bejarano,35,Femenino,Catamarca,Medio,"Engineer, materials"
392,Juan Francisco Méndez Rico,59,Otro,San Luis,Bajo,Academic librarian
393,Lucía Yáñez Lobo,65,Masculino,Misiones,Alto,"Education officer, community"
394,Juan Pablo Valentín Franco,37,Masculino,Río Negro,Medio,"Producer, radio"
395,Cecilia Palomo-Arribas,54,Masculino,Santiago del Estero,Alto,Music tutor
396,Dolores López Ortega,62,Masculino,Salta,Medio,Speech and language therapist
397,Elena Josefina Soto Arana,35,Masculino,Chaco,Medio,Professor Emeritus
398,Simón Crespi Verdú,34,Femenino,Mendoza,Medio,Pharmacologist
399,Rosalva Teodora Bautista Raya,26,Femenino,Entre Ríos,Bajo,Financial controller
400,Adrián Solera Barco,31,Otro,San Luis,Alto,Hydrographic surveyor
401,Nidia Somoza Amigó,66,Masculino,Chubut,Bajo,Solicitor
402,Rosa María de Vilar,46,Femenino,CABA,Bajo,Risk manager
403,Ainoa Alegria Mendoza,48,Masculino,Neuquén,Alto,"Surveyor, quantity"
404,Tania Belen Giralt Serra,21,Masculino,CABA,Bajo,Medical sales representative
405,Berto Grau Samper,35,Femenino,La Pampa,Alto,Visual merchandiser
406,Vicente José Luis Saez Riba,37,Femenino,Mendoza,Medio,Press photographer
407,Manuela Murcia Gisbert,73,Masculino,Tierra del Fuego,Bajo,Furniture conservator/restorer
408,Marc Navarrete Beltran,73,Masculino,Jujuy,Medio,"Engineer, biomedical"
409,Tere Sarmiento,64,Masculino,Catamarca,Medio,Clinical molecular geneticist
410,Haydée Somoza-Farré,60,Femenino,Chubut,Medio,Analytical chemist
411,Marcio Américo Peñas Roda,61,Masculino,Catamarca,Alto,Pensions consultant
412,Chema Duque Infante,26,Otro,Córdoba,Alto,Systems analyst
413,Consuela Lucas Esteban,30,Masculino,Mendoza,Bajo,Corporate investment banker
414,Francisca Ema Ibáñez Arnal,32,Masculino,Jujuy,Bajo,Dispensing optician
415,Isaías Campillo Carbajo,44,Femenino,San Luis,Alto,Environmental health practitioner
416,María Del Carmen Juliá,32,Femenino,Entre Ríos,Medio,IT technical support officer
417,Víctor Carpio Escamilla,45,Masculino,San Juan,Bajo,Multimedia specialist
418,Marc Pozo Batalla,54,Femenino,Catamarca,Medio,Optometrist
419,Rosalía Andres Martorell,72,Femenino,Tucumán,Alto,Administrator
420,Cristina Alvarez-Sáez,36,Femenino,Tucumán,Medio,Catering manager
421,Vilma Gala Martinez Amores,43,Femenino,Salta,Medio,Clinical cytogeneticist
422,Paca Mateo,69,Femenino,Entre Ríos,Medio,Lawyer
423,Lalo Barragán-Roldán,43,Femenino,Jujuy,Medio,Sales executive
424,Pascual Reig Fonseca,42,Femenino,CABA,Alto,"Designer, jewellery"
425,Eliana Aguiló Múñiz,43,Masculino,La Rioja,Alto,Broadcast presenter
426,Eufemia Llorente Gascón,43,Masculino,Tierra del Fuego,Medio,Pension scheme manager
427,Marcia Arcos Sotelo,63,Masculino,Córdoba,Medio,"Engineer, technical sales"
428,Eladio Pi-Céspedes,45,Masculino,CABA,Alto,Applications developer
429,Ángela Jódar Calderon,66,Masculino,Santa Fe,Bajo,Textile designer
430,Eusebia Donoso Fernández,35,Otro,Tierra del Fuego,Bajo,Chief Marketing Officer
431,Lilia Llabrés Alvarado,49,Masculino,Tucumán,Alto,"Engineer, civil (consulting)"
432,Luis Miguel Hierro Prada,70,Masculino,Catamarca,Bajo,Leisure centre manager
433,Norberto Bauzà-Vilalta,20,Femenino,Salta,Bajo,Chief Technology Officer
434,Clementina Manjón Giménez,19,Masculino,Corrientes,Bajo,Museum/gallery curator
435,Brunilda Lladó Gómez,50,Masculino,Santa Fe,Bajo,"Psychologist, sport and exercise"
436,Rosenda Garmendia Paredes,59,Masculino,Chubut,Bajo,Clinical biochemist
437,Flavia Arcos Rueda,36,Masculino,Tierra del Fuego,Bajo,Secondary school teacher
438,Loreto Zabala Ferrández,34,Masculino,Buenos Aires,Alto,Theatre manager
439,Noé Cándido Aguado Pou,61,Femenino,Entre Ríos,Medio,Equities trader
440,Joaquina Isabela Zorrilla Benavides,50,Femenino,La Rioja,Medio,Race relations officer
441,Odalys Lerma Jáuregui,29,Masculino,Misiones,Bajo,"Sales professional, IT"
442,Dan Feliu Nogués,66,Masculino,Río Negro,Medio,"Buyer, industrial"
443,Heliodoro Lobo Pozuelo,73,Masculino,Jujuy,Medio,Associate Professor
444,Silvio Luis Villalba Oliva,20,Femenino,Neuquén,Medio,Arts administrator
445,Inmaculada Goicoechea Báez,60,Masculino,Santa Fe,Bajo,Publishing rights manager
446,Otilia Carreras Beltrán,66,Masculino,Tucumán,Medio,Solicitor
447,Ale Peña Sáenz,72,Femenino,Neuquén,Medio,"Research officer, political party"
448,Rosalva Agustí Gabaldón,43,Masculino,Jujuy,Medio,"Psychologist, clinical"
449,Amado Benítez,52,Masculino,Santa Fe,Medio,Retail merchandiser
450,Efraín Diaz Mena,25,Masculino,Corrientes,Medio,Claims inspector/assessor
451,Vito Medina Marin,69,Femenino,Catamarca,Medio,Special effects artist
452,Alicia Ariño,53,Femenino,CABA,Medio,Broadcast engineer
453,Jorge Moraleda-Solís,70,Femenino,Córdoba,Bajo,Ergonomist
454,Paco Samper Ponce,71,Femenino,Santa Fe,Medio,"Psychologist, sport and exercise"
455,Reyes Martinez Barón,24,Femenino,Formosa,Alto,Dietitian
456,Chus Bosch Egea,63,Otro,Jujuy,Medio,Podiatrist
457,Fulgencio Echevarría Chico,63,Otro,Chaco,Bajo,Higher education careers adviser
458,Javi Marciano Sanmartín Pardo,53,Masculino,Catamarca,Bajo,Production manager
459,Jose Angel Bermudez Girona,33,Femenino,Formosa,Medio,Occupational therapist
460,Maximiano Asensio-Bermudez,41,Masculino,Tucumán,Alto,Intelligence analyst
461,Alicia Frutos Salvador,71,Masculino,Santiago del Estero,Medio,Tree surgeon
462,Marino Celso Caparrós Porras,18,Femenino,Salta,Medio,Automotive engineer
463,Eustaquio Manolo Valle Tudela,66,Masculino,Misiones,Bajo,"Psychotherapist, dance movement"
464,Cornelio del Bustos,42,Femenino,Jujuy,Medio,Health visitor
465,Caridad del Jurado,27,Masculino,Mendoza,Medio,Speech and language therapist
466,Basilio Pallarès Quevedo,71,Femenino,La Rioja,Alto,Financial trader
467,Carlito Piña Cifuentes,33,Femenino,Buenos Aires,Bajo,Museum/gallery exhibitions officer
468,Eutimio Pol Cuervo,33,Femenino,Santiago del Estero,Medio,Industrial buyer
469,Javi Saldaña Torralba,25,Masculino,San Luis,Medio,Early years teacher
470,Aurora Duarte Ibarra,46,Masculino,San Luis,Medio,Media planner
471,Fabricio Iglesia Herranz,56,Femenino,Córdoba,Medio,Automotive engineer
472,Josefina Beltran,45,Masculino,Mendoza,Bajo,"Secretary, company"
473,Máxima Huerta,23,Otro,San Luis,Bajo,"Buyer, industrial"
474,Victoriano Roselló-Acosta,33,Femenino,Mendoza,Medio,Scientific laboratory technician
475,Graciana Tena Gascón,37,Masculino,Santiago del Estero,Medio,Medical physicist
476,Rosalía Araujo Múgica,33,Masculino,Santa Fe,Bajo,Physiological scientist
477,Bernardo Gracia Cardona,24,Masculino,Chaco,Medio,Cytogeneticist
478,Manu Alvarez Ponce,58,Femenino,Tucumán,Medio,Information officer
479,Sosimo del Perea,31,Masculino,CABA,Alto,Games developer
480,Dolores Bustamante Alegre,60,Masculino,Neuquén,Bajo,Police officer
481,Ariadna Esparza Macías,43,Masculino,La Rioja,Medio,Fine artist
482,Victoria Mosquera-Pineda,43,Femenino,Corrientes,Bajo,"Lighting technician, broadcasting/film/video"
483,Albano Jimenez Pera,31,Masculino,Santa Cruz,Bajo,Planning and development surveyor
484,Fidela Rivera Quevedo,24,Masculino,San Juan,Bajo,Archivist
485,Trinidad Martinez Ibañez,50,Femenino,Tierra del Fuego,Alto,Lawyer
486,Natalio Bustamante Gras,43,Femenino,Mendoza,Bajo,Archivist
487,Máximo Tenorio Morante,74,Femenino,Salta,Medio,"Pharmacist, hospital"
488,Guadalupe Calleja Mateo,62,Masculino,Chaco,Medio,Mental health nurse
489,Socorro Girona Vall,37,Masculino,Misiones,Alto,Cytogeneticist
490,Teófila Egea Morante,20,Femenino,Santa Cruz,Medio,Manufacturing systems engineer
491,Emperatriz Abascal Juliá,69,Masculino,Mendoza,Medio,Research scientist (maths)
492,Otilia Castells Canals,21,Femenino,Catamarca,Alto,Geochemist
493,Ariel Bonilla Núñez,43,Femenino,San Juan,Medio,Prison officer
494,Teo Franch-Carrión,28,Masculino,Misiones,Medio,Clinical biochemist
495,Jennifer Rosa Valencia,19,Femenino,Neuquén,Bajo,Rural practice surveyor
496,Feliciano España Baró,31,Femenino,Catamarca,Bajo,Environmental manager
497,Lino Lledó Raya,61,Masculino,Buenos Aires,Medio,International aid/development worker
498,María Teresa Hervás Solano,47,Femenino,Tucumán,Medio,Politician's assistant
499,Bruno Lluch Cortes,66,Masculino,Salta,Medio,Printmaker
500,Apolinar Tamarit Cazorla,29,Masculino,Catamarca,Medio,"Lecturer, higher education"
501,Hortensia Valero Baena,43,Masculino,Misiones,Bajo,Naval architect
502,Candelas Olivia Cerdá Macías,61,Femenino,Catamarca,Medio,Records manager
503,Jorge de Fonseca,50,Femenino,Mendoza,Bajo,"Scientist, water quality"
504,Pili Murcia Cantero,30,Femenino,Neuquén,Alto,"Scientist, audiological"
505,Rafael Benito Perales,31,Masculino,San Juan,Alto,Chief Strategy Officer
506,Abilio Páez Valencia,41,Femenino,Misiones,Alto,Production manager
507,Román de Rios,51,Masculino,Santa Fe,Bajo,Hydrologist
508,Fortunato Agustí-Alcalde,61,Femenino,Catamarca,Medio,"Investment banker, operational"
509,Adelia Valeria Vendrell Cantero,43,Masculino,San Luis,Alto,"Teacher, early years/pre"
510,Emigdio Conrado Rosales Jover,38,Masculino,Entre Ríos,Alto,"Producer, television/film/video"
511,Amado Uría Cueto,45,Masculino,Chaco,Medio,"Administrator, sports"
512,Zaira Valcárcel Solano,65,Femenino,Chaco,Medio,Sales promotion account executive
513,Merche Barragán Plana,53,Masculino,San Luis,Medio,Civil Service administrator
514,Fabricio Almeida Robles,57,Femenino,La Pampa,Medio,Medical sales representative
515,Bautista del Lledó,19,Masculino,Buenos Aires,Bajo,Technical brewer
516,Jaime de Moraleda,59,Masculino,Entre Ríos,Medio,Writer
517,Adelaida Acevedo Núñez,26,Masculino,Neuquén,Medio,Soil scientist
518,Aitor Porfirio Martorell Chacón,40,Femenino,Buenos Aires,Medio,"Pharmacist, hospital"
519,Lorena Juan Amador,32,Femenino,Corrientes,Medio,Architectural technologist
520,Odalis Peñalver,30,Masculino,Santa Fe,Medio,Museum/gallery conservator
521,Inocencio del Cuadrado,40,Masculino,Santa Cruz,Alto,Special effects artist
522,Ámbar Abril Izaguirre,34,Masculino,Santa Cruz,Medio,Mining engineer
523,Gloria Nicolau,65,Femenino,Tucumán,Medio,"Secretary, company"
524,Florentino Porras,19,Masculino,La Pampa,Medio,Herbalist
525,Jose del Cámara,37,Femenino,Misiones,Medio,Insurance risk surveyor
526,Félix Alberto Ramón,37,Femenino,Santiago del Estero,Medio,Medical secretary
527,Blas Andrade Perea,63,Masculino,Río Negro,Medio,Artist
528,Victoriano Figueroa Benavente,20,Femenino,Misiones,Medio,Research scientist (medical)
529,Mireia Barón Barceló,72,Femenino,La Rioja,Medio,Manufacturing systems engineer
530,Elisa Fabregat Colom,29,Femenino,Salta,Bajo,"Therapist, art"
531,Esperanza Páez González,57,Masculino,Misiones,Bajo,Exercise physiologist
532,Luis de Carnero,19,Masculino,Jujuy,Bajo,Financial planner
533,Rosalva Ocaña Rozas,53,Masculino,Tucumán,Alto,Mudlogger
534,Leire Sedano Escribano,31,Masculino,Misiones,Bajo,Chief Operating Officer
535,Pacífica Uribe Valderrama,33,Masculino,San Juan,Bajo,"Journalist, magazine"
536,Herberto Guzman Comas,36,Masculino,Santiago del Estero,Bajo,Facilities manager
537,Fabián Piñeiro-Guijarro,51,Femenino,Formosa,Medio,Wellsite geologist
538,Francisco Javier Mesa-Durán,61,Masculino,Salta,Bajo,Environmental education officer
539,Fortunata Gámez Suárez,63,Masculino,Córdoba,Medio,"Psychologist, counselling"
540,Cruz del Pulido,23,Masculino,Entre Ríos,Bajo,Financial controller
541,Abril Crespi Bermudez,30,Femenino,Mendoza,Medio,Insurance account manager
542,Bartolomé Sanabria,53,Femenino,San Juan,Alto,Public librarian
543,Pastor Tejedor Delgado,39,Femenino,Chubut,Alto,"Sound technician, broadcasting/film/video"
544,Olivia Fortuny Guzman,35,Masculino,Córdoba,Medio,Claims inspector/assessor
545,Bernabé Bermudez Anaya,29,Otro,Santa Fe,Medio,Human resources officer
546,Olivia Robledo Palma,69,Masculino,San Luis,Medio,Customer service manager
547,Ligia Osorio-Nuñez,71,Masculino,Chaco,Bajo,"Designer, ceramics/pottery"
548,África Cobo Valderrama,47,Masculino,Corrientes,Medio,Hotel manager
549,Tomasa Atienza Aragonés,70,Masculino,Chaco,Bajo,Risk manager
550,Ernesto Ríos Lara,68,Masculino,La Pampa,Medio,"Engineer, production"
551,Hermenegildo Salmerón Galan,57,Femenino,La Rioja,Bajo,Arboriculturist
552,Elba Adelina Zurita Huerta,24,Femenino,Misiones,Medio,"Designer, television/film set"
553,Rogelio Pardo Grau,49,Masculino,Mendoza,Medio,"Teacher, early years/pre"
554,Lisandro Velasco Querol,65,Femenino,Jujuy,Medio,"Scientist, research (physical sciences)"
555,Angélica Taboada Borrás,36,Masculino,San Juan,Medio,"Education officer, museum"
556,Paola Feliu Garcia,23,Masculino,Río Negro,Medio,"Designer, television/film set"
557,Nico Castilla,37,Femenino,Chubut,Medio,Dealer
558,Salvador Ribera Viana,44,Femenino,Entre Ríos,Medio,"Psychologist, occupational"
559,Esperanza Vaquero Marcos,70,Masculino,Misiones,Bajo,"Doctor, general practice"
560,Wilfredo Benito Pablo,60,Masculino,Chubut,Medio,Clinical psychologist
561,Luciana Salvador Barranco,54,Femenino,Tucumán,Alto,"Administrator, local government"
562,Baudelio Quintanilla-Heredia,65,Femenino,Entre Ríos,Alto,Stage manager
563,Celso Puerta Menendez,24,Femenino,Córdoba,Medio,Broadcast journalist
564,Encarnita Sanchez Pons,22,Masculino,Río Negro,Bajo,"Engineer, manufacturing"
565,Macaria Galiano Priego,28,Masculino,Chaco,Bajo,Applications developer
566,Roberto Silva Peinado,32,Masculino,La Rioja,Medio,Leisure centre manager
567,Vinicio Hernandez Cadenas,20,Masculino,La Pampa,Alto,Broadcast presenter
568,Calisto Lucas Dominguez Peñas,22,Femenino,Catamarca,Medio,Interpreter
569,María Pilar Nuria Ribera Ruiz,40,Masculino,La Rioja,Alto,"Designer, fashion/clothing"
570,Quique Prats Castells,70,Masculino,Chubut,Medio,"Scientist, research (life sciences)"
571,Toribio Pelayo Arellano,54,Femenino,Córdoba,Bajo,Health physicist
572,Felicidad Borja Serna,26,Femenino,San Luis,Bajo,Social researcher
573,Goyo Lara Palomares,32,Masculino,San Juan,Bajo,Advertising art director
574,Fermín Gálvez Cabello,20,Femenino,Río Negro,Medio,Counselling psychologist
575,Ignacia Rodrigo Talavera,46,Femenino,Tierra del Fuego,Bajo,"Scientist, research (physical sciences)"
576,Oriana Sobrino,23,Femenino,La Pampa,Medio,Applications developer
577,Felipe Lasa Viña,34,Masculino,Chubut,Medio,Meteorologist
578,Esteban Olivares,43,Femenino,Formosa,Bajo,Systems analyst
579,Encarna Anguita,38,Femenino,Catamarca,Bajo,"Psychotherapist, child"
580,Mohamed Chaparro Arranz,25,Masculino,Entre Ríos,Bajo,Human resources officer
581,Aristides Rojas-Garzón,38,Masculino,Córdoba,Medio,Drilling engineer
582,Hernando Clímaco Puga Iñiguez,74,Femenino,Chaco,Medio,Mental health nurse
583,Andrés Felipe Valdés,28,Masculino,La Rioja,Bajo,Toxicologist
584,Celestino Infante Rico,55,Femenino,La Rioja,Alto,Games developer
585,Adrián Azorin Jáuregui,25,Masculino,Santa Fe,Medio,Phytotherapist
586,Nazaret Morera,59,Masculino,Río Negro,Medio,Regulatory affairs officer
587,Sarita Coca Exposito,41,Masculino,Jujuy,Medio,"Chemist, analytical"
588,Rosaura Rubio,52,Femenino,Santiago del Estero,Medio,Chief Operating Officer
589,Augusto Lamas,72,Masculino,Misiones,Medio,Merchant navy officer
590,Alfredo de Serrano,31,Femenino,Mendoza,Medio,Risk analyst
591,Pastora Oliva,72,Femenino,Formosa,Bajo,"Engineer, communications"
592,Juan José Andrés Coca,31,Femenino,Corrientes,Medio,Estate agent
